"","DeviceName","Brand","technology","gprs","edge","announced","status","dimensions","weight","sim","type","size","resolution","display_c","card_slot","alert_types","loudspeaker_","wlan","bluetooth","gps","radio","usb","messaging","browser","java","features_c","battery_c","stand_by","talk_time","colors","sar_us","sar_eu","sensors","cpu","internal_memory","ram_memory","os","body_c","primary_","video","secondary","speed","network_c","chipset","features","music_play","protection","gpu","multitouch","loudspeaker","audio_quality","nfc","camera","display","performance","_2g_bands","_3_5mm_jack_","_3g_bands","_4g_bands","sound_c","camera_c","infrared_port","build","price","sar","phonebook","call_records","clock","alarm","games","memory_c","keyboard"
"115","Apple iPhone X","Apple","GSM / HSPA / LTE","Yes","Yes","2017, September","Available. Released 2017, October","143.6 x 70.9 x 7.7 mm (5.65 x 2.79 x 0.30 in)","174 g (6.14 oz)","Nano-SIM","Super AMOLED capacitive touchscreen, 16M colors","5.8 inches, 84.4 cm2 (~82.9% screen-to-body ratio)","1125 x 2436 pixels, 19.5:9 ratio (~458 ppi density)","- Dolby Vision/HDR10 compliant
  - Wide color gamut display
  - 3D Touch display
  - True-tone display","No","Vibration, proprietary ringtones","Yes, with stereo speakers","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS","No","2.0, proprietary reversible connector","iMessage, SMS (threaded view), MMS, Email, Push Email","HTML5 (Safari)","No","- Fast battery charging: 50% in 30 min
  - Qi wireless charging
  - Siri natural language commands and dictation
  - iCloud cloud service
  - MP3/WAV/AAX+/AIFF/Apple Lossless player
  - MP4/H.265 player
  - Audio/video/photo editor
  - Document editor","Non-removable Li-Ion 2716 mAh battery (10.35 Wh)",NA,"Up to 21 h (3G)","Space Gray, Silver",NA,NA,"Face ID, accelerometer, gyro, proximity, compass, barometer","Hexa-core 2.39 GHz (2x Monsoon + 4x Mistral)","64/256 GB"," 3 GB ","iOS 11.1.1","- IP67 certified - dust and water resistant
  - Water resistant up to 1 meter and 30 minutes
  - Apple Pay (Visa, MasterCard, AMEX certified)","Dual: 12 MP (f/1.8, 28mm) + 12 MP (f/2.4, 52mm), OIS, phase detection autofocus, 2x optical zoom, quad-LED dual-tone flash, check quality","2160p@24/30/60fps, 1080p@30/60/120/240fps, check quality","7 MP (f/2.2, 32mm), 1080p@30fps, 720p@240fps, face detection, HDR","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps, EV-DO Rev.A 3.1 Mbps","CDMA2000 1xEV-DO & TD-SCDMA - A1865","Apple A11 Bionic","Geo-tagging, simultaneous 4K video and 8MP image recording, touch focus, face/smile detection, HDR (photo/panorama)","Up to 60 h","Scratch-resistant glass, oleophobic coating","Apple GPU (three-core graphics)","Yes","  Voice 68dB / Noise 74dB / Ring 76dB    ","  Noise -93.7dB / Crosstalk -82.8dB","Yes (Apple Pay only)","  Photo / Video","  Contrast ratio: Infinity (nominal), 5.013 (sunlight)","  Basemark OS II 2.0: 4708","GSM 850 / 900 / 1800 / 1900 ","No","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500), 66(1700/2100)","- Active noise cancellation with dedicated mic
  - Lightning to 3.5 mm headphone jack adapter",NA,NA,"Front/back glass, stainless steel frame","About 1150 EUR",NA,NA,NA,NA,NA,NA,NA,NA
"119","Samsung Galaxy Tab A 9.7","Samsung","GSM / HSPA / LTE","Yes","Yes","2015, March","Available. Released 2015, May","242.5 x 166.8 x 7.5 mm (9.55 x 6.57 x 0.30 in)","450 g (Wi-Fi), 453 g (LTE) (1.00 lb)","Micro-SIM","TFT capacitive touchscreen, 16M colors","9.7 inches (~72.0% screen-to-body ratio)","768 x 1024 pixels (~132 ppi pixel density)",NA,"microSD, up to 128 GB","Yes","Yes, dual speakers","Wi-Fi 802.11 a/b/g/n, dual-band, WiFi Direct, hotspot","v4.1, A2DP","Yes, with A-GPS, GLONASS","To be confirmed","microUSB v2.0","SMS(threaded view), MMS, Email, Push Mail, IM","HTML5","No","- ANT+ support
  - MP4/H.264 player
  - MP3/WAV/eAAC+/Flac player
  - Photo/video editor
  - Document viewer","Non-removable Li-Ion 6000 mAh battery",NA,"Up to 14 h 30 min (multimedia) (2G) / Up to 40 h (3G)","Smoky Titanium, Smoky Blue, White",NA,NA,"Accelerometer, compass","Quad-core 1.2 GHz","16 GB"," 2 GB  (LTE)","Android OS, v5.0 (Lollipop)",NA,"5 MP, autofocus","720p@30fps","2 MP","HSPA, LTE Cat4 150/50 Mbps",NA,NA,"Geo-tagging","Up to 160 h",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 ","Yes","HSDPA 850 / 900 / 1900 / 2100 ","LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Samsung Galaxy Tab Active LTE","Samsung","GSM / HSPA / LTE","Yes","Yes","2014, September","Available. Released 2014, December","213.1 x 126.2 x 9.7 mm (8.39 x 4.97 x 0.38 in)","393 g (13.86 oz)","Micro-SIM","LCD capacitive touchscreen, 16M colors","8.0 inches (~69.0% screen-to-body ratio)","800 x 1280 pixels (~189 ppi pixel density)","- Samsung TouchWiz UI","microSD, up to 64 GB","Vibration; MP3, WAV ringtones","Yes, with stereo speakers","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","v4.0, A2DP, LE","Yes, with A-GPS, GLONASS","No","microUSB v2.0","Email, Push Email, IM","HTML5","No","- ANT+ support
  - Dropbox (50 GB cloud storage)
  - MP4/H.264/WMV player
  - MP3/WAV/eAAC+/WMA/Flac player
  - Photo/video editor
  - Document editor","Removable Li-Ion 4450 mAh battery",NA,"Up to 11 h (multimedia) (2G) / Up to 31 h (3G)","Titanium Green",NA,NA,"Accelerometer, gyro, compass","Quad-core 1.2 GHz Cortex-A7","16 GB"," 1.5 GB ","Android OS, v4.4.2 (KitKat)","- IP67 certified - dust and water resistant up to 1 meter and 30 minutes
  - Shock protection up to 1.2 meters drop (via protective cover included with tablet)
  - C-Pen stylus","3.15 MP, autofocus, LED flash","720p@30fps","1.2 MP","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",NA,"Qualcomm Snapdragon 400","Geo-tagging","Up to 128 h",NA,"Adreno 305","Yes",NA,NA,"Yes",NA,NA,NA,"GSM 900 / 1800 / 1900 ","Yes","HSDPA 850 / 900 / 1900 / 2100 ","LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Samsung Galaxy Tab Active","Samsung","No cellular connectivity","No","No","2014, September","Available. Released 2014, December","213.1 x 126.2 x 9.7 mm (8.39 x 4.97 x 0.38 in)","393 g (13.86 oz)","No","LCD capacitive touchscreen, 16M colors","8.0 inches (~69.0% screen-to-body ratio)","800 x 1280 pixels (~189 ppi pixel density)","- Samsung TouchWiz UI","microSD, up to 64 GB","Vibration; MP3, WAV ringtones","Yes, with stereo speakers","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","v4.0, A2DP, LE","Yes, with A-GPS, GLONASS","No","microUSB v2.0","Email, Push Email, IM","HTML5","No","- Dropbox (50 GB cloud storage)
  - MP4/H.264/WMV player
  - MP3/WAV/eAAC+/WMA/Flac player
  - Photo/video editor
  - Document editor","Removable Li-Ion 4450 mAh battery",NA,NA,"Titanium Green",NA,NA,"Accelerometer, gyro, compass","Quad-core 1.2 GHz Cortex-A7","16 GB"," 1.5 GB ","Android OS, v4.4.2 (KitKat)","- IP67 certified - dust and water resistant up to 1 meter and 30 minutes
  - Shock protection up to 1.2 meters drop (via protective cover included with tablet)
  - C-Pen stylus","3.15 MP, autofocus, LED flash","720p@30fps","1.2 MP",NA,NA,"Qualcomm Snapdragon 400","Geo-tagging",NA,NA,"Adreno 305","Yes",NA,NA,"Yes",NA,NA,NA," N/A","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Samsung Galaxy Tab A 8.0","Samsung","GSM / HSPA / LTE","Yes","Yes","2015, March","Available. Released 2015, May","208.3 x 137.9 x 7.4 mm (8.20 x 5.43 x 0.29 in)","313 g (11.04 oz)","Yes","TFT capacitive touchscreen, 16M colors","8.0 inches (~69.0% screen-to-body ratio)","768 x 1024 pixels (~160 ppi pixel density)",NA,"microSD, up to 128 GB","Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, WiFi Direct, hotspot","v4.0","Yes, with A-GPS, GLONASS","To be confirmed","microUSB v2.0","SMS(threaded view), MMS, Email, Push Mail, IM","HTML5","No","- MP4/H.264 player
  - MP3/WAV/eAAC+ player
  - Photo/video editor
  - Document viewer","Non-removable Li-Ion 4200 mAh battery",NA,"Up to 11 h (3G)","Smoky Titanium, Smoky Blue, White",NA,NA,"Accelerometer","Quad-core 1.2 GHz","16 GB"," 2 GB  (LTE)","Android OS, v5.0 (Lollipop)",NA,"5 MP, autofocus","720p","2 MP","HSPA, LTE",NA,NA,"Geo-tagging","Up to 120 h",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 ","Yes"," HSDPA"," LTE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Samsung Galaxy Tab A & S Pen","Samsung","GSM / HSPA / LTE","Yes","Yes","2015, July","Available. Released 2015, July","242.5 x 166.8 x 7.5 mm (9.55 x 6.57 x 0.30 in)","490 g (1.08 lb)","Micro-SIM","TFT capacitive touchscreen, 16M colors","9.7 inches (~72.0% screen-to-body ratio)","768 x 1024 pixels (~132 ppi pixel density)",NA,"microSD, up to 128 GB","Yes","Yes, dual speakers","Wi-Fi 802.11 a/b/g/n, dual-band, WiFi Direct, hotspot","v4.1, A2DP","Yes, with A-GPS, GLONASS, BDS","To be confirmed","microUSB v2.0","Email, Push Mail, IM","HTML5","No","- MP4/H.264 player
  - MP3/WAV/eAAC+/Flac player
  - Photo/video editor
  - Document viewer","Non-removable Li-Ion 6000 mAh battery",NA,"Up to 14 h 30 min (multimedia) (2G) / Up to 40 h (3G)","Black, White, Gray","  1.47 W/kg (body) &nbsp; &nbsp; ","  0.83 W/kg (body) &nbsp; &nbsp; ","Accelerometer, compass","Quad-core 1.2 GHz","16 GB"," 2 GB ","Android OS, v5.0 (Lollipop)","- S Pen stylus","5 MP, autofocus","720p","2 MP","HSPA, LTE Cat4 150/50 Mbps",NA,NA,"Geo-tagging","Up to 178 h",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 ","Yes","HSDPA 850 / 900 / 1900 / 2100 ","LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 28(700), 40(2300)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Samsung Galaxy Tab A 7.0 (2016)","Samsung","GSM / HSPA / LTE","Yes","Yes","2016, March","Available. Released 2016, March","186.9 x 108.8 x 8.7 mm (7.36 x 4.28 x 0.34 in)","283 g (9.98 oz)","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","7.0 inches (~69.9% screen-to-body ratio)","800 x 1280 pixels (~216 ppi pixel density)",NA,"microSD, up to 256 GB (dedicated slot)","MP3, WAV ringtones","Yes","Wi-Fi 802.11 b/g/n, WiFi Direct, hotspot","v4.0, A2DP","Yes, with A-GPS, GLONASS","No","microUSB v2.0","Email, Push Mail, IM","HTML5","No","- MP4/H.264 player
  - MP3/WAV/eAAC+/Flac player
  - Photo/video editor
  - Document viewer","Non-removable Li-Ion 4000 mAh battery",NA,"Up to 11 h (multimedia)","Pearl White, Metallic Black",NA,"  0.64 W/kg (head) &nbsp; &nbsp; 0.85 W/kg (body) &nbsp; &nbsp; ","Accelerometer","Quad-core 1.3 GHz Cortex-A53
Quad-core 1.5 GHz Cortex-A7","8 GB"," 1.5 GB ","Android OS, v5.1.1 (Lollipop)",NA,"5 MP, f/2.2, autofocus","720p@30fps","2 MP, f/2.2","HSPA, LTE Cat4 150/50 Mbps",NA,"Qualcomm MSM8916 Snapdragon 410
Spreadtrum SC9830","Geo-tagging, touch focus, panorama","Up to 100 h",NA,"Adreno 306
Mali-400MP2","Yes",NA,NA,NA,NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 ","Yes","HSDPA 850 / 900 / 1900 / 2100 ","LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Samsung Galaxy Tab A 8.0 (2017)","Samsung","GSM / HSPA / LTE","Yes","Yes","2017, September","Available. Released 2017, September","212.1 x 124.1 x 8.9 mm (8.35 x 4.89 x 0.35 in)","364 g (12.84 oz)","Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~70.5% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",NA,"microSD, up to 256 GB (dedicated slot)","Vibration; Ringtones","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, WiFi Direct, hotspot","4.2, A2DP","Yes, with A-GPS, GLONASS, BDS","No","microUSB 2.0","SMS(threaded view), MMS, Email, Push Mail, IM","HTML5","No","- ANT+
  - MP4/H.264 player
  - MP3/WAV/eAAC+ player
  - Photo/video editor
  - Document viewer","Non-removable Li-Ion 5000 mAh battery",NA,"Up to 14 h (multimedia) (2G) / Up to 36 h (3G)","Black, Gold",NA,"0.50 W/kg (head) &nbsp; &nbsp; 0.91 W/kg (body) &nbsp; &nbsp; ","Accelerometer","Quad-core 1.4 GHz Cortex-A53","16 GB"," 2 GB ","Android 7.1 (Nougat)",NA,"8 MP, f/1.9, autofocus, LED flash","1080p@30fps","5 MP","HSPA, LTE",NA,"Qualcomm MSM8917 Snapdragon 425","Geo-tagging, touch focus, face detection, HDR","Up to 153 h",NA,"Adreno 308","Yes",NA,NA,NA,NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 ","Yes","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 17(700), 20(800), 28(700), 38(2600), 40(2300)",NA,NA,NA,"Aluminum body","About 250 EUR",NA,NA,NA,NA,NA,NA,NA,NA
"128","Samsung Galaxy Tab A 8.0 & S Pen","Samsung","GSM / HSPA / LTE","Yes","Yes","2015, March","Available. Released 2015, May","208.4 x 137.9 x 7.5 mm (8.20 x 5.43 x 0.30 in)","338 g (11.92 oz)","Micro-SIM","TFT capacitive touchscreen, 16M colors","8.0 inches, 198.2 cm2 (~69.0% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~160 ppi density)",NA,"microSD, up to 256 GB (dedicated slot)","Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, WiFi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS, BDS","No","microUSB 2.0","SMS(threaded view), MMS, Email, Push Mail, IM","HTML5","No","- MP4/H.264 player
  - MP3/WAV/eAAC+ player
  - Photo/video editor
  - Document viewer","Non-removable Li-Ion 4200 mAh battery",NA,"Up to 28 h (3G)","Black, Gray, White",NA,NA,"Accelerometer","Quad-core 1.2 GHz","16 GB"," 2 GB ","Android 5.0 (Lollipop)","- Stylus ","5 MP, autofocus","720p","2 MP","HSPA, LTE",NA,NA,"Geo-tagging","Up to 114 h",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 ","Yes","HSDPA 850 / 900 / 1900 / 2100 ","LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 28(700), 40(2300)",NA,NA,NA,NA,"About 220 EUR",NA,NA,NA,NA,NA,NA,NA,NA
"129","Samsung Galaxy Tab Active 2","Samsung","GSM / HSPA / LTE","Yes","Yes","2017, October","Available. Released 2017, November","127.6 x 214.7 x 9.9 mm (5.02 x 8.45 x 0.39 in)","415 g (Wi-Fi) / 419 g (LTE) (14.64 oz)","Yes","LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~67.7% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",NA,"microSD, up to 256 GB (dedicated slot)","Vibration; MP3, WAV ringtones","Yes, with stereo speakers","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS","No","2.0, Type-C 1.0 reversible connector","Email, Push Email, IM","HTML5","No","- ANT+ support
  - MP4/H.264 player
  - MP3/WAV/eAAC+/Flac player
  - Photo/video editor
  - Document editor","Removable Li-Ion 4450 mAh battery",NA,NA,"Black",NA,NA,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Octa-core 1.6 GHz Cortex-A53","16 GB"," 3 GB ","Android 7.1.1 (Nougat)","- Stylus
  - IP68 certified - dust/water proof over 1.5 meter and 30 minutes
  - MIL-STD-810G compliant","8 MP, autofocus, LED flash","1080p@30fps","5 MP","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",NA,"Exynos 7870 Octa","Geo-tagging, touch focus, face detection, HDR, panorama",NA,NA,"Mali-T830MP3","Yes",NA,NA,"Yes",NA,NA,NA,"GSM 900 / 1800 / 1900 ","Yes","HSDPA 850 / 900 / 1900 / 2100 ","LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800)",NA,NA,NA,NA,"About 500 EUR",NA,NA,NA,NA,NA,NA,NA,NA
"131","Apple iPhone 8","Apple","GSM / HSPA / LTE","Yes","Yes","2017, September","Available. Released 2017, September","138.4 x 67.3 x 7.3 mm (5.45 x 2.65 x 0.29 in)","148 g (5.22 oz)","Nano-SIM","LED-backlit IPS LCD, capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~65.4% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","- Wide color gamut display
  - 3D Touch display & home button
  - True-tone display","No","Vibration, proprietary ringtones","Yes, with stereo speakers","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS","No","2.0, proprietary reversible connector","iMessage, SMS (threaded view), MMS, Email, Push Email","HTML5 (Safari)","No","- Fast battery charging: 50% in 30 min
  - Qi wireless charging
  - Siri natural language commands and dictation
  - iCloud cloud service
  - MP3/WAV/AAX+/AIFF/Apple Lossless player
  - MP4/H.265 player
  - Audio/video/photo editor
  - Document editor","Non-removable Li-Ion 1821 mAh battery (6.96 Wh)",NA,"Up to 14 h (3G)","Silver, Space Gray, Gold",NA,"1.19 W/kg (head) &nbsp; &nbsp; 1.17 W/kg (body) &nbsp; &nbsp; ","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Hexa-core (2x Monsoon + 4x Mistral)","64/256 GB"," 2 GB ","iOS 11, upgradable to iOS 11.2","- IP67 certified - dust and water resistant
  - Water resistant up to 1 meter and 30 minutes
  - Apple Pay (Visa, MasterCard, AMEX certified)","12 MP (f/1.8, 28mm), phase detection autofocus, OIS, quad-LED dual-tone flash, check quality","2160p@24/30/60fps, 1080p@30/60/120/240fps, check quality","7 MP, f/2.2, 1080p@30fps, 720p@240fps, face detection, HDR, panorama","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps, EV-DO Rev.A 3.1 Mbps","CDMA2000 1xEV-DO & TD-SCDMA - A1864","Apple A11 Bionic","Geo-tagging, simultaneous 4K video and 8MP image recording, touch focus, face/smile detection, HDR (photo/panorama)","Up to 40 h","Ion-strengthened glass, oleophobic coating","Apple GPU (three-core graphics)","Yes","  Voice 71dB / Noise 77dB / Ring 80dB    ","  Noise -93.5dB / Crosstalk -80.4dB","Yes (Apple Pay only)","  Photo / Video","  Contrast ratio: 1395:1 (nominal), 3.957 (sunlight)","  Basemark OS II 2.0: 3934","GSM 850 / 900 / 1800 / 1900 ","No","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500), 66(1700/2100)","- Active noise cancellation with dedicated mic
  - Lightning to 3.5 mm headphone jack adapter",NA,NA,"Front/back glass, aluminum frame","About 800 EUR","1.32 W/kg (head) &nbsp; &nbsp; 1.36 W/kg (body) &nbsp; &nbsp; ",NA,NA,NA,NA,NA,NA,NA
"132","Apple iPhone 4s","Apple","GSM / CDMA / HSPA / EVDO","Yes","Yes","2011, October","Available. Released 2011, October","115.2 x 58.6 x 9.3 mm (4.54 x 2.31 x 0.37 in)","140 g (4.94 oz)","Micro-SIM","LED-backlit IPS LCD, capacitive touchscreen, 16M colors","3.5 inches (~54.0% screen-to-body ratio)","640 x 960 pixels (~330 ppi pixel density)",NA,"No","Vibration, proprietary ringtones","Yes","Wi-Fi 802.11 b/g/n, hotspot","v4.0, A2DP, LE","Yes, with A-GPS, GLONASS","No","v2.0","iMessage, SMS (threaded view), MMS, Email, Push Email","HTML5 (Safari)","No","- Active noise cancellation with dedicated mic
  - Siri natural language commands and dictation
  - iCloud cloud service
  - TV-out
  - Maps
  - Audio/video player/editor
  - Organizer
  - Document viewer
  - Photo viewer/editor
  - Voice memo/dial/command
  - Predictive text input","Non-removable Li-Po 1432 mAh battery (5.3 Wh)","Up to 200 h (2G) / Up to 200 h (3G)","Up to 14 h (2G) / Up to 8 h (3G)","Black, White","  1.18 W/kg (head) &nbsp; &nbsp; 0.98 W/kg (body) &nbsp; &nbsp; ","  0.99 W/kg (head) &nbsp; &nbsp; 0.99 W/kg (body) &nbsp; &nbsp; ","Accelerometer, gyro, proximity, compass","Dual-core 1.0 GHz Cortex-A9","8/16/32/64 GB"," 512 MB ","iOS 5, upgradable to iOS 9.2","- Scratch-resistant glass back panel","8 MP, f/2.4, 35mm, autofocus, LED flash","1080p@30fps","VGA, 480p@30fps, videocalling over Wi-Fi and 3G","HSPA 14.4/5.76 Mbps","CDMA2000 1xEV-DO ","Apple A5","1/3.2"" sensor size, 1.4 µm pixel size, geo-tagging, touch focus, face detection, panorama, HDR photo","Up to 40 h","Corning Gorilla Glass, oleophobic coating","PowerVR SGX543MP2","Yes","  Voice 65dB / Noise 64dB / Ring 74dB","  Noise -91.2dB / Crosstalk -93.0dB",NA,"  Photo / Video","  Contrast ratio: 1261:1 (nominal) / 2.269:1 (sunlight)",NA,"GSM 850 / 900 / 1800 / 1900 ","Yes","HSDPA 850 / 900 / 1900 / 2100 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Samsung Galaxy Note 4","Samsung","GSM / HSPA / LTE","Yes","Yes","2014, September","Available. Released 2014, October","153.5 x 78.6 x 8.5 mm (6.04 x 3.09 x 0.33 in)","176 g (6.21 oz)","Micro-SIM","Super AMOLED capacitive touchscreen, 16M colors","5.7 inches (~74.2% screen-to-body ratio)","1440 x 2560 pixels (~515 ppi pixel density)",NA,"microSD, up to 128 GB","Vibration; MP3, WAV ringtones","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","v4.1, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS","No","microUSB v2.0 (MHL 3 TV-out), USB Host","SMS(threaded view), MMS, Email, Push Mail, IM","HTML5","No","- Fast battery charging: 60% in 30 min (Quick Charge 2.0)
  - ANT+ support
  - S-Voice natural language commands and dictation
  - Air gestures
  - Dropbox (50 GB cloud storage)
  - Active noise cancellation with dedicated mic
  - MP4/DivX/XviD/WMV/H.264 player
  - MP3/WAV/eAAC+/AC3/FLAC player
  - Photo/video editor
  - Document editor","Removable Li-Ion 3220 mAh battery",NA,"Up to 20 h (3G)","Frosted white, Charcoal black, Bronze Gold, Blossom Pink","  0.37 W/kg (head) &nbsp; &nbsp; 0.88 W/kg (body) &nbsp; &nbsp; ","  0.37 W/kg (head) &nbsp; &nbsp; 0.38 W/kg (body) &nbsp; &nbsp; ","Fingerprint, accelerometer, gyro, proximity, compass, barometer, gesture, UV, heart rate, SpO2","Quad-core 2.7 GHz Krait 450 (Snapdragon 805)
Quad-core 1.3 GHz Cortex-A53 & Quad-core 1.9 GHz Cortex-A57 (Exynos 5433)","32 GB"," 3 GB ","Android OS, v4.4.4 (KitKat), v5.0.1 (Lollipop), upgradable to v5.1.1 (Lollipop)","- S Pen stylus","16 MP, f/2.2, 31mm, OIS, autofocus, LED flash","2160p@30fps, 1080p@60fps, dual-video rec.","3.7 MP, f/1.9, 22mm, 1440p@30fps, 1080p (HDR)","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps (Exynos 5433)
HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps (Snapdragon 805)","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 28(700) - N910U","Qualcomm Snapdragon 805
Exynos 5433","1/2.6"" sensor size, 1.12 µm pixel size, geo-tagging, touch focus, face/smile detection, panorama, HDR","Up to 82 h","Corning Gorilla Glass 4","Adreno 420 (Snapdragon 805)
Mali-T760 MP6 (Exynos 5433)","Yes","  Voice 74dB / Noise 73dB / Ring 81dB","  Noise -96.6dB / Crosstalk -94.2dB","Yes","  Photo / Video","  Contrast ratio: Infinity (nominal), 4.033 (sunlight)","  Basemark OS II: 1181 / Basemark OS II 2.0: 1328
Basemark X: 18684","GSM 850 / 900 / 1800 / 1900 ","Yes","HSDPA 850 / 900 / 1900 / 2100 ","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 17(700), 20(800) - N910F, N910C",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
